sourceFile,sourceRow,originalProgramme,originalTerm,originalSubject,originalExamSession,rejectionReason,proposedResolution,confidence,automaticResolutionSafe,manualReviewRequired,category,missingProgramSlug
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=7,B.A. (H) Sociology,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=ba-h-sociology),alias -> Program(slug=ba-hons-socialogy),0.85,true,false,programme-name variation,ba-h-sociology
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=8,B.Com. (Programme),,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bcom-programme),alias -> Program(slug=bcom-p),0.9,true,false,programme-name variation,bcom-programme
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=9,B.Com. (H),,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bcom-h),alias -> Program(slug=bcom-hons),0.9,true,false,programme-name variation,bcom-h
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=10,B.Sc. Life Sciences+PHY SC.,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bsc-life-sciencesphy-sc),no deterministic target — requires manual data decision,0.15,false,true,invalid source data,bsc-life-sciencesphy-sc
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=11,B.Sc. (H) Botany,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bsc-h-botany),alias -> Program(slug=bsc-hons-botany),0.9,true,false,programme-name variation,bsc-h-botany
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=12,B.Sc. (H) Chemistry,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bsc-h-chemistry),alias -> Program(slug=bsc-hons-chemistry),0.9,true,false,programme-name variation,bsc-h-chemistry
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=13,B.Sc. (H) Mathematics,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bsc-h-mathematics),alias -> Program(slug=bsc-hons-mathematics),0.9,true,false,programme-name variation,bsc-h-mathematics
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=14,B.Sc. (H) Physics,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bsc-h-physics),alias -> Program(slug=bsc-hons-physics),0.9,true,false,programme-name variation,bsc-h-physics
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=15,B.Sc. (H) Zoology,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=bsc-h-zoology),alias -> Program(slug=bsc-hons-zoology),0.9,true,false,programme-name variation,bsc-h-zoology
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=16,All DSE,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=all-dse),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-dse
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=17,All SEC,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=all-sec),alias -> Program(slug=university-wide-skill-enhancement-course-pool),0.85,true,false,programme-name variation,all-sec
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=18,ALL GE,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=all-ge),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-ge
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=19,ALL AECC,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=all-aecc),alias -> Program(slug=university-wide-ability-enhancement-course-pool),0.85,true,false,programme-name variation,all-aecc
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=20,ALL VAC,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=all-vac),alias -> Program(slug=university-wide-value-addition-course-pool),0.85,true,false,programme-name variation,all-vac
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=21,ALL COMMON GROUP PROGRAMME,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=all-common-group-programme),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-common-group-programme
src/data/exam-sessions-source.ts,session=2023-24 (Dec-Feb) Question Papers row=22,ALL AEC,,,2023-24 (Dec-Feb) Question Papers,unresolved_fk: missing parent Program(slug=all-aec),alias -> Program(slug=university-wide-ability-enhancement-course-pool),0.85,true,false,programme-name variation,all-aec
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=0,B.A. (Programme),,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=ba-programme),no deterministic target — requires manual data decision,0.2,false,true,missing programme,ba-programme
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=1,B.A. (H) SKT,,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=ba-h-skt),alias -> Program(slug=ba-hons-sanskrit),0.85,true,false,programme-name variation,ba-h-skt
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=2,B.Com. (H),,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=bcom-h),alias -> Program(slug=bcom-hons),0.9,true,false,programme-name variation,bcom-h
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=3,B.Sc. Life Sciences+PHY SC.,,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=bsc-life-sciencesphy-sc),no deterministic target — requires manual data decision,0.15,false,true,invalid source data,bsc-life-sciencesphy-sc
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=4,All SEC,,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-sec),alias -> Program(slug=university-wide-skill-enhancement-course-pool),0.85,true,false,programme-name variation,all-sec
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=5,ALL GE,,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-ge),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-ge
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=6,ALL AECC,,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-aecc),alias -> Program(slug=university-wide-ability-enhancement-course-pool),0.85,true,false,programme-name variation,all-aecc
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=7,ALL VAC (Value added courses),,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-vac-value-added-courses),alias -> Program(slug=university-wide-value-addition-course-pool),0.85,true,false,programme-name variation,all-vac-value-added-courses
src/data/exam-sessions-source.ts,session=2023 (July) Question Papers — 1st Year row=8,ALL DSE,,,2023 (July) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-dse),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-dse
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=0,B.A. (Programme),,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-programme),no deterministic target — requires manual data decision,0.2,false,true,missing programme,ba-programme
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=1,B.A. (H) Economics,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-h-economics),alias -> Program(slug=ba-hons-economics),0.9,true,false,programme-name variation,ba-h-economics
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=2,B.A. (H) English,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-h-english),alias -> Program(slug=ba-hons-english),0.55,false,true,programme-name variation,ba-h-english
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=3,B.A. (H) Hindi,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-h-hindi),alias -> Program(slug=ba-hons-hindi),0.9,true,false,programme-name variation,ba-h-hindi
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=4,B.A. (H) History,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-h-history),alias -> Program(slug=history-honours),0.7,false,true,programme-name variation,ba-h-history
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=5,B.A. (H) Political Science,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-h-political-science),alias -> Program(slug=ba-hons-political-science),0.9,true,false,programme-name variation,ba-h-political-science
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=6,B.A. (H) Sanskrit,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-h-sanskrit),alias -> Program(slug=ba-hons-sanskrit),0.9,true,false,programme-name variation,ba-h-sanskrit
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=7,B.A. (H) Sociology,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=ba-h-sociology),alias -> Program(slug=ba-hons-socialogy),0.85,true,false,programme-name variation,ba-h-sociology
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=8,B.Com. (Programme),,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bcom-programme),alias -> Program(slug=bcom-p),0.9,true,false,programme-name variation,bcom-programme
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=9,B.Com. (H),,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bcom-h),alias -> Program(slug=bcom-hons),0.9,true,false,programme-name variation,bcom-h
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=10,B.Sc. Life Sciences+PHY SC.,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bsc-life-sciencesphy-sc),no deterministic target — requires manual data decision,0.15,false,true,invalid source data,bsc-life-sciencesphy-sc
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=11,B.Sc. (H) Botany,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bsc-h-botany),alias -> Program(slug=bsc-hons-botany),0.9,true,false,programme-name variation,bsc-h-botany
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=12,B.Sc. (H) Chemistry,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bsc-h-chemistry),alias -> Program(slug=bsc-hons-chemistry),0.9,true,false,programme-name variation,bsc-h-chemistry
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=13,B.Sc. (H) Mathematics,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bsc-h-mathematics),alias -> Program(slug=bsc-hons-mathematics),0.9,true,false,programme-name variation,bsc-h-mathematics
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=14,B.Sc. (H) Physics,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bsc-h-physics),alias -> Program(slug=bsc-hons-physics),0.9,true,false,programme-name variation,bsc-h-physics
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=15,B.Sc. (H) Zoology,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=bsc-h-zoology),alias -> Program(slug=bsc-hons-zoology),0.9,true,false,programme-name variation,bsc-h-zoology
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=16,All SEC,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=all-sec),alias -> Program(slug=university-wide-skill-enhancement-course-pool),0.85,true,false,programme-name variation,all-sec
src/data/exam-sessions-source.ts,session=2023 (May-June) Question Papers — 2nd & 3rd Year row=17,ALL GE,,,2023 (May-June) Question Papers — 2nd & 3rd Year,unresolved_fk: missing parent Program(slug=all-ge),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-ge
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=0,B.A. (Programme),,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=ba-programme),no deterministic target — requires manual data decision,0.2,false,true,missing programme,ba-programme
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=1,B.A. (H) ALL SUBJECTS,,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=ba-h-all-subjects),no deterministic target — requires manual data decision,0.1,false,true,invalid source data,ba-h-all-subjects
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=2,B.Com. (Programme),,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=bcom-programme),alias -> Program(slug=bcom-p),0.9,true,false,programme-name variation,bcom-programme
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=3,B.Com. (H),,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=bcom-h),alias -> Program(slug=bcom-hons),0.9,true,false,programme-name variation,bcom-h
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=4,B.Sc. Life Sciences+PHY SC.,,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=bsc-life-sciencesphy-sc),no deterministic target — requires manual data decision,0.15,false,true,invalid source data,bsc-life-sciencesphy-sc
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=5,B.Sc. (H) ALL SUBJECTS,,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=bsc-h-all-subjects),no deterministic target — requires manual data decision,0.1,false,true,invalid source data,bsc-h-all-subjects
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=6,All SEC,,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-sec),alias -> Program(slug=university-wide-skill-enhancement-course-pool),0.85,true,false,programme-name variation,all-sec
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=7,ALL GE,,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-ge),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-ge
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=8,ALL AECC,,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-aecc),alias -> Program(slug=university-wide-ability-enhancement-course-pool),0.85,true,false,programme-name variation,all-aecc
src/data/exam-sessions-source.ts,session=2023 (Feb-March) Question Papers — 1st Year row=9,ALL VAC (Value added courses),,,2023 (Feb-March) Question Papers — 1st Year,unresolved_fk: missing parent Program(slug=all-vac-value-added-courses),alias -> Program(slug=university-wide-value-addition-course-pool),0.85,true,false,programme-name variation,all-vac-value-added-courses
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=0,B.A. (Programme),,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=ba-programme),no deterministic target — requires manual data decision,0.2,false,true,missing programme,ba-programme
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=1,B.A. (H) ALL SUBJECTS,,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=ba-h-all-subjects),no deterministic target — requires manual data decision,0.1,false,true,invalid source data,ba-h-all-subjects
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=2,B.Com. (Programme),,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=bcom-programme),alias -> Program(slug=bcom-p),0.9,true,false,programme-name variation,bcom-programme
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=3,B.Com. (H),,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=bcom-h),alias -> Program(slug=bcom-hons),0.9,true,false,programme-name variation,bcom-h
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=4,B.Sc. Life Sciences+PHY SC.,,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=bsc-life-sciencesphy-sc),no deterministic target — requires manual data decision,0.15,false,true,invalid source data,bsc-life-sciencesphy-sc
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=5,B.Sc. (H) ALL SUBJECTS,,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=bsc-h-all-subjects),no deterministic target — requires manual data decision,0.1,false,true,invalid source data,bsc-h-all-subjects
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=6,All DSE,,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=all-dse),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-dse
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=7,All SEC,,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=all-sec),alias -> Program(slug=university-wide-skill-enhancement-course-pool),0.85,true,false,programme-name variation,all-sec
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=8,ALL GE,,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=all-ge),no deterministic target — requires manual data decision,0.15,false,true,missing programme,all-ge
src/data/exam-sessions-source.ts,session=2022 (Nov-Dec) Question Papers row=9,ALL AECC,,,2022 (Nov-Dec) Question Papers,unresolved_fk: missing parent Program(slug=all-aecc),alias -> Program(slug=university-wide-ability-enhancement-course-pool),0.85,true,false,programme-name variation,all-aecc
